idx,model,dataset,is_correct,word_count,wait_count,token_diversity,token_diversity_last_2k,has_boxed_answer,gibberish_count,repeated_char_count
49,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,21918,1250,0.03627155762387079,0.023,False,4,0
50,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,21192,235,0.020762551906379767,0.0325,False,0,0
51,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,26329,1467,0.020471723194956132,0.0305,False,5,0
52,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,18625,903,0.03167785234899329,0.001,False,3,3
53,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,18775,152,0.03536617842876165,0.0015,False,8,4
54,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,10774,223,0.14145164284388342,0.054,False,0,3
55,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,616,1,0.33116883116883117,0.33116883116883117,True,1,0
56,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,17818,1436,0.025648220900213268,0.007,False,2,1
57,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1992,41,0.17821285140562249,0.17821285140562249,True,2,0
58,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,2376,75,0.1675084175084175,0.1735,True,1,0
59,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,17198,4560,0.025409931387370625,0.001,False,5,0
60,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,14227,638,0.018977999578266676,0.0045,False,2,1
61,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,25858,2985,0.017209374274885916,0.007,False,3,0
62,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,23052,58,0.01713517265313205,0.003,False,4,3
63,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,15232,48,0.04136029411764706,0.0015,False,8,4
64,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,15297,3143,0.04105380139896712,0.001,False,10,4
65,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,19663,832,0.026496465442709657,0.0495,False,6,0
66,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,3122,27,0.23574631646380526,0.2765,True,2,0
67,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,13470,816,0.08173719376391982,0.0335,False,6,0
68,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,542,2,0.3837638376383764,0.3837638376383764,True,1,0
69,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1734,28,0.21683967704728951,0.21683967704728951,True,3,0
70,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,19561,1104,0.022595981800521445,0.044,False,6,0
71,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,13729,375,0.018500983319979604,0.0005,False,2,2
72,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,2334,39,0.18637532133676094,0.191,True,7,0
73,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,20427,478,0.03681402065893181,0.053,False,10,9
74,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2056,14,0.17023346303501946,0.1705,True,1,0
75,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,14415,143,0.07117585848074921,0.098,True,5,0
76,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,14361,422,0.03084743402270037,0.0035,False,1,0
77,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,911,5,0.27552140504939626,0.27552140504939626,True,2,0
78,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,13180,197,0.05333839150227618,0.0085,False,22,1
79,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1052,34,0.311787072243346,0.311787072243346,True,2,0
80,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,16389,1305,0.025382878760143997,0.0165,False,4,0
81,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1930,15,0.1699481865284974,0.1699481865284974,True,2,0
82,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,16938,113,0.018951470067304285,0.0055,False,2,0
83,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,17436,407,0.015083734801559992,0.0375,False,2,1
84,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,4432,127,0.08867328519855595,0.0715,True,2,0
85,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,20894,316,0.0353690054561118,0.077,False,5,1
86,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,579,3,0.3799654576856649,0.3799654576856649,True,1,0
87,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,7998,484,0.07989497374343586,0.0255,False,2,0
88,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,867,3,0.29411764705882354,0.29411764705882354,True,3,0
89,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,5285,120,0.09706717123935667,0.1325,True,2,0
90,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,19758,9075,0.022218848061544692,0.004,False,2,1
91,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,20752,542,0.03970701619121048,0.0305,False,14,0
92,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,16883,1146,0.028016347805484808,0.017,False,2,0
93,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1367,10,0.2757863935625457,0.2757863935625457,True,1,0
94,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,3656,73,0.12335886214442013,0.1255,True,1,0
95,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2317,26,0.1519205869659042,0.1615,True,3,0
96,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,17809,266,0.02959177943736313,0.0035,False,3,6
97,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2144,18,0.271455223880597,0.2805,True,2,0
98,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,21440,521,0.03530783582089552,0.001,False,4,4
99,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,21172,2172,0.02167957679954657,0.0045,False,3,3
100,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,16662,9496,0.04741327571720082,0.003,False,9,0
101,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,741,3,0.3117408906882591,0.3117408906882591,True,1,0
102,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2048,16,0.267578125,0.2715,True,8,0
103,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,23365,644,0.017248020543548043,0.0195,False,2,4
104,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,3098,39,0.1459005810200129,0.156,True,2,0
105,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,22438,3250,0.020902041180140832,0.004,False,1,3
106,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,653,4,0.43644716692189894,0.43644716692189894,True,1,0
107,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1874,42,0.20651013874066168,0.20651013874066168,True,1,0
108,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,15439,1214,0.04177731718375542,0.016,False,14,0
109,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,17269,3526,0.019225201227633333,0.011,False,5498,0
110,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,883,14,0.29898074745186864,0.29898074745186864,True,1,0
111,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,16486,3389,0.04409802256460027,0.001,False,8,0
112,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1916,20,0.14509394572025053,0.14509394572025053,True,2,0
113,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1709,25,0.24692802808660036,0.24692802808660036,True,6,0
114,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,16350,2468,0.029113149847094802,0.0045,False,894,0
115,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,5652,177,0.07731776362349611,0.1245,True,2,0
116,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,19545,914,0.06073164492197493,0.048,False,8,3
117,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,18910,2562,0.029561078794288737,0.004,False,1467,0
118,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,645,1,0.44031007751937984,0.44031007751937984,True,1,0
119,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,13426,255,0.04833904364665574,0.1,False,3,5
120,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,17323,2164,0.03180742365641055,0.0025,False,2,0
121,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,20595,855,0.03287205632435057,0.045,False,0,0
122,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,23481,2667,0.011243132745624121,0.0025,False,4313,0
123,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,21824,1688,0.018924120234604106,0.0235,False,1,0
124,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,5715,141,0.13613298337707785,0.207,True,3,0
125,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,15362,8373,0.044720739487045955,0.0025,False,315,0
126,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,3528,121,0.16354875283446713,0.186,True,6,0
127,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1801,20,0.21377012770682954,0.21377012770682954,True,3,0
128,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2658,62,0.10158013544018059,0.111,True,1,0
129,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,13900,151,0.030719424460431653,0.0215,False,3,1
130,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,976,9,0.2766393442622951,0.2766393442622951,True,1,0
131,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,16422,2654,0.0247229326513214,0.003,False,9,0
132,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,18156,450,0.02511566424322538,0.0095,False,1,14
133,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,22810,2197,0.013590530469092503,0.0065,False,4,0
134,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1133,14,0.2744924977934687,0.2744924977934687,True,2,0
135,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,20068,9384,0.01664341239784732,0.0005,False,2,0
136,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,23970,1562,0.01151439299123905,0.005,False,1,2
137,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,24249,936,0.01678419728648604,0.0115,False,3,0
138,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,15477,69,0.028493894165535955,0.0265,False,26,0
139,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1886,44,0.24708377518557795,0.24708377518557795,True,2,0
140,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,18913,894,0.05234494791942051,0.0485,False,3,0
141,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,22156,1242,0.019678642354215563,0.0405,False,5,2
142,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1373,10,0.2563729060451566,0.2563729060451566,True,3,0
143,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,4346,74,0.20961803957662217,0.2875,True,7,0
144,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1988,93,0.14738430583501005,0.14738430583501005,True,1,0
145,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,563,2,0.3836589698046181,0.3836589698046181,True,1,0
146,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2515,55,0.20357852882703778,0.2165,True,2,0
147,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1292,7,0.26006191950464397,0.26006191950464397,True,2,0
148,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,23331,80,0.013672795851013672,0.0045,False,2,11
149,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,11037,273,0.06849687415058439,0.046,True,6,6
150,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,16541,5667,0.0180158394292969,0.0005,False,1,0
151,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,22460,210,0.029162956366874444,0.0215,False,17,1
152,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,9599,1187,0.0853213876445463,0.0975,True,8,0
153,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,603,2,0.3781094527363184,0.3781094527363184,True,1,0
154,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,17358,3709,0.019817951376886737,0.001,False,4607,1
155,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,17637,1671,0.028462890514259796,0.0225,False,250,4
156,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,22567,715,0.02853724464926663,0.0085,False,12,0
157,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,18245,246,0.028281721019457386,0.051,False,17,0
158,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,9818,237,0.0809737217355877,0.0075,False,3,1
159,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,16281,2246,0.01811928014249739,0.0095,False,2,0
160,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,3876,84,0.271155830753354,0.3185,False,3,0
161,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,21392,287,0.023466716529543755,0.0045,False,1,0
162,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,17236,495,0.039162218612207006,0.0445,False,2,10
163,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,20170,455,0.022756569162121962,0.045,False,3,0
164,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1343,31,0.3708116157855547,0.3708116157855547,True,4,0
165,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,18870,230,0.02268150503444621,0.007,False,2,9
166,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,5302,253,0.12410411165597887,0.1535,True,1,0
167,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1353,15,0.2586844050258684,0.2586844050258684,True,2,0
168,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,14211,382,0.02174371965378932,0.0005,False,1,3
169,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2719,60,0.15704303052592866,0.1645,True,3,0
170,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,3728,145,0.15665236051502146,0.159,True,8,0
171,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,14060,223,0.053129445234708396,0.0065,False,2,3
172,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2335,19,0.24796573875803,0.2685,True,2,0
173,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,17077,331,0.03343678632078234,0.026,False,1,2
174,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1039,6,0.25601539942252166,0.25601539942252166,True,2,0
175,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,11802,135,0.05075410947297068,0.0035,False,1,0
176,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,15753,212,0.04322986097886117,0.009,False,5,0
177,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,15588,2136,0.034385424685655634,0.0045,False,2,1
178,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,15750,2459,0.03968253968253968,0.003,False,1218,4
179,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,17898,713,0.04369203262934406,0.0095,False,5,8
180,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1794,20,0.15328874024526198,0.15328874024526198,True,1,0
181,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,901,4,0.36958934517203107,0.36958934517203107,True,5,0
182,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,754,1,0.30238726790450926,0.30238726790450926,True,0,0
183,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,13560,4903,0.024778761061946902,0.0005,False,2264,0
184,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2795,70,0.17245080500894455,0.1815,True,2,0
185,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,3588,106,0.10785953177257525,0.1235,True,1,0
186,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1596,9,0.23308270676691728,0.23308270676691728,True,3,2
187,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,18897,406,0.01915647986452876,0.011,False,1,10
188,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,13177,4827,0.02830689838354709,0.0385,False,5,1
189,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1434,20,0.3117154811715481,0.3117154811715481,True,5,0
190,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,3140,25,0.13885350318471337,0.1725,True,2,0
191,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,13425,330,0.062271880819366854,0.106,True,4,0
192,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,673,4,0.362555720653789,0.362555720653789,True,1,0
